CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Fraud,RiskScore,BalancePerProduct,AgeRisk,HighValueCustomer,LowCreditRisk,MarketingScore,ComplainFlag,LowSatisfaction,OperationalRiskScore
557,Spain,Male,34,3,11983969.0,1,0,1,12342798.0,0,0,4,GOLD,489,0,0,0.0,0,0,0,1,0,0,0
850,France,Male,40,1,7691421.000000001,1,1,0,17418344.0,0,0,2,DIAMOND,810,0,1,38457.105,0,0,0,0,0,1,2
799,France,Female,32,3,10604592.0,2,1,1,1793800.0,0,0,2,SILVER,535,0,1,35348.64,0,1,0,1,0,1,1
756,France,Male,34,1,10313326.0,1,1,1,9005904.0,0,0,4,SILVER,527,0,1,51566.63,0,1,0,1,0,0,0
752,France,Male,38,0,14597479.0,2,1,1,13769423.000000002,0,0,5,PLATINUM,884,0,1,48658.263333333336,0,1,0,1,0,0,0
696,Spain,Female,36,3,11983969.0,3,1,0,6503990.0,0,0,1,PLATINUM,349,0,1,0.0,0,0,0,1,0,1,2
630,Spain,Female,49,1,11983969.0,2,0,1,16285829.0,0,0,3,GOLD,998,0,0,0.0,0,0,0,1,0,0,0
659,Spain,Female,38,9,11983969.0,2,1,1,3570106.0,0,0,3,GOLD,609,0,0,0.0,0,0,0,1,0,0,0
685,Spain,Male,39,9,11983969.0,2,1,1,1882606.0000000002,0,0,3,GOLD,632,0,0,0.0,0,0,0,1,0,0,0
599,Spain,Female,31,3,11983969.0,1,1,1,13008647.0,1,1,4,GOLD,936,0,1,0.0,0,0,0,1,1,0,1
559,Spain,Female,31,1,13918306.0,1,0,1,14336056.0,0,0,1,DIAMOND,529,0,1,69591.53,0,1,0,2,0,1,1
615,Spain,Male,19,5,11983969.0,2,1,0,15992092.000000002,0,0,3,DIAMOND,594,0,1,0.0,1,0,0,1,0,0,1
580,Germany,Female,36,3,7497489.0,1,1,1,1209967.0,0,0,3,SILVER,649,0,0,37487.445,0,0,0,1,0,0,0
487,Spain,Male,44,6,6169145.0,1,1,1,5308798.0,0,0,1,SILVER,936,0,1,30845.725,0,0,1,2,0,1,1
646,Germany,Female,35,1,12195275.0,2,1,1,14283982.0,0,0,4,PLATINUM,316,0,1,40650.916666666664,0,1,0,2,0,0,0
811,France,Female,35,7,11983969.0,1,1,1,17819.0,0,0,5,SILVER,997,0,0,0.0,0,0,0,0,0,0,0
526,Spain,Male,35,5,11983969.0,2,1,1,10561814.0,0,0,3,PLATINUM,557,0,0,0.0,0,0,0,1,0,0,0
767,Spain,Male,37,7,11983969.0,2,1,1,2473425.0,0,0,4,GOLD,234,0,0,0.0,0,0,0,1,0,0,0
548,France,Female,33,1,8010783.0,2,0,1,8224567.0,0,0,3,GOLD,524,0,0,26702.61,0,0,0,0,0,0,0
737,Spain,Female,45,2,11983969.0,2,0,1,17769567.0,0,0,2,GOLD,614,0,0,0.0,0,0,0,1,0,1,1
613,Germany,Male,40,1,14785682.0,3,0,0,10796111.0,1,1,2,SILVER,249,0,3,36964.205,0,1,0,2,1,1,3
711,Spain,Male,36,8,11983969.0,2,1,0,5520741.0,0,0,3,GOLD,410,0,1,0.0,0,0,0,1,0,0,1
850,Spain,Female,53,7,6540716.0,2,0,0,18263363.0,1,1,1,PLATINUM,480,0,2,21802.38666666667,0,0,0,1,1,1,3
752,France,Female,53,8,11423318.0,1,1,1,5158704.0,0,0,4,PLATINUM,347,0,1,57116.59,0,1,0,1,0,0,0
710,France,Female,37,5,11983969.0,2,1,0,11540331.0,0,0,1,SILVER,875,0,1,0.0,0,0,0,0,0,1,2
664,Spain,Female,53,7,18760218.0,1,1,0,18639299.0,1,1,2,SILVER,712,1,3,93801.09,0,1,0,2,1,1,3
510,France,Female,22,3,15683434.0,1,0,0,4437444.0,0,0,2,DIAMOND,821,1,2,78417.17,1,1,0,1,0,1,2
577,France,Female,34,2,11983969.0,2,1,1,8403335.0,0,0,5,PLATINUM,309,0,0,0.0,0,0,0,0,0,0,0
529,France,Male,42,1,15749890.0,1,1,1,8227662.0,0,0,5,SILVER,639,0,1,78749.45,0,1,0,1,0,0,0
757,Spain,Female,44,9,11983969.0,2,1,0,17752892.0,0,0,3,GOLD,579,0,1,0.0,0,0,0,1,0,0,1
691,France,Male,41,2,11983969.0,1,1,1,5685092.0,1,1,2,SILVER,896,0,1,0.0,0,0,0,0,1,1,2
621,Spain,Male,34,8,11983969.0,1,0,0,4797265.0,0,0,3,DIAMOND,309,0,1,0.0,0,0,0,1,0,0,1
709,Spain,Male,35,2,11983969.0,2,1,0,10498239.0,0,0,2,GOLD,422,0,1,0.0,0,0,0,1,0,1,2
756,Spain,Male,19,4,13027422.0,1,1,1,13353529.0,0,0,4,SILVER,546,0,1,65137.11,1,1,0,2,0,0,0
788,France,Female,41,6,11983969.0,1,1,1,2557137.0,0,0,2,SILVER,718,0,0,0.0,0,0,0,0,0,1,1
705,France,Female,39,5,14937966.0,2,1,0,9607555.0,0,0,2,PLATINUM,444,0,2,49793.22,0,1,0,1,0,1,2
483,France,Male,29,9,11983969.0,1,1,1,8163445.0,0,0,5,GOLD,239,0,1,0.0,0,0,1,1,0,0,0
719,Spain,Male,35,1,10082994.0,1,1,1,16500897.0,0,0,3,GOLD,657,0,1,50414.97,0,1,0,2,0,0,0
793,Germany,Female,32,1,9640898.0,1,1,1,13819181.0,0,0,5,DIAMOND,338,0,0,48204.49,0,0,0,1,0,0,0
593,France,Male,41,6,11983969.0,2,1,1,9913649.0,0,0,4,SILVER,313,0,0,0.0,0,0,0,0,0,0,0
551,France,Male,52,1,11983969.0,1,0,0,6358455.0,1,1,1,PLATINUM,605,0,2,0.0,0,0,0,0,1,1,3
690,France,Male,39,6,11983969.0,2,1,0,16053288.0,0,0,1,PLATINUM,517,0,1,0.0,0,0,0,0,0,1,2
823,France,Male,71,5,14910507.999999998,1,0,1,16268306.0,0,0,5,PLATINUM,915,0,1,74552.54,1,1,0,1,0,0,0
512,Spain,Male,39,3,11983969.0,1,1,0,13487819.0,0,0,3,SILVER,397,0,1,0.0,0,0,0,1,0,0,1
802,Spain,Male,41,5,11983969.0,2,1,1,13462629.999999998,0,0,2,PLATINUM,349,0,0,0.0,0,0,0,1,0,1,1
450,Spain,Female,34,2,11983969.0,2,1,0,17548093.0,0,0,1,SILVER,920,0,2,0.0,0,0,1,2,0,1,2
651,Germany,Male,41,1,9021811.0,1,1,0,17433768.0,0,0,5,PLATINUM,343,0,1,45109.055,0,0,0,1,0,0,1
697,France,Female,33,1,8734770.0,1,1,0,17252451.0,0,0,5,PLATINUM,942,0,1,43673.85,0,0,0,0,0,0,1
611,France,Male,28,2,11983969.0,2,0,0,2539583.0,0,0,4,SILVER,300,0,1,0.0,0,0,0,0,0,0,1
643,France,Female,33,0,13781175.0,1,1,1,18485689.0,0,0,3,GOLD,262,0,1,68905.875,0,1,0,1,0,0,0
822,France,Male,37,3,10556300.0,1,1,0,18262493.0,0,0,5,DIAMOND,463,0,2,52781.5,0,1,0,1,0,0,1
632,France,Male,38,4,11983969.0,2,0,0,19250562.0,0,0,5,DIAMOND,694,0,1,0.0,0,0,0,0,0,0,1
575,Spain,Female,26,7,11983969.0,2,1,0,11250763.0,0,0,2,PLATINUM,346,0,1,0.0,0,0,0,1,0,1,2
672,France,Male,31,6,9112575.0,1,1,0,17729592.0,0,0,4,DIAMOND,597,0,1,45562.875,0,0,0,0,0,0,1
517,Spain,Male,39,3,11983969.0,2,0,1,1246551.0,0,0,5,PLATINUM,805,0,0,0.0,0,0,0,1,0,0,0
621,Spain,Male,39,8,11983969.0,2,1,0,3612296.0,0,0,2,PLATINUM,399,0,1,0.0,0,0,0,1,0,1,2
775,Germany,Female,77,6,13512056.0,1,1,0,3783664.0,0,0,1,GOLD,538,0,2,67560.28,1,1,0,2,0,1,2
600,France,Male,29,8,11983969.0,2,0,1,3474743.0,0,0,4,SILVER,738,0,0,0.0,0,0,0,0,0,0,0
640,France,Male,28,7,11983969.0,2,1,1,13109790.0,0,0,5,DIAMOND,611,0,0,0.0,0,0,0,0,0,0,0
752,France,Female,36,1,8683795.0,1,1,1,10528055.0,0,0,5,SILVER,615,0,0,43418.975,0,0,0,0,0,0,0
613,France,Male,26,4,10044657.0,1,0,1,14965381.0,0,0,1,DIAMOND,292,0,1,50223.285,0,1,0,1,0,1,1
484,France,Female,32,3,11983969.0,2,1,1,13939099.0,0,0,4,DIAMOND,644,0,1,0.0,0,0,1,1,0,0,0
511,France,Female,33,3,11983969.0,2,1,0,13243671.0,0,0,1,DIAMOND,982,0,1,0.0,0,0,0,0,0,1,2
745,France,Female,32,2,11983969.0,4,0,1,17970513.0,1,1,3,PLATINUM,467,0,1,0.0,0,0,0,0,1,0,1
786,Spain,Female,32,6,11451259.0,1,1,0,1579666.0,0,0,3,DIAMOND,229,0,2,57256.295,0,1,0,2,0,0,1
727,France,Male,35,5,13636446.0,1,0,0,14275471.0,0,0,1,PLATINUM,549,0,2,68182.23,0,1,0,1,0,1,2
622,France,Male,31,5,10626067.0,1,1,1,257842.99999999997,0,0,4,SILVER,660,0,1,53130.335,0,1,0,1,0,0,0
794,France,Male,24,10,14612675.0,1,1,1,8899205.0,0,0,1,GOLD,431,0,1,73063.375,1,1,0,1,0,1,1
636,Spain,Male,52,4,11128453.0,1,0,1,3293644.0,1,1,2,PLATINUM,858,1,2,55642.265,0,1,0,2,1,1,2
741,Spain,Female,42,9,12105663.0,2,1,0,3912258.0,0,0,4,PLATINUM,872,0,2,40352.21,0,1,0,2,0,0,1
687,France,Male,34,5,12827056.0,1,1,0,19109262.0,0,0,3,GOLD,908,0,2,64135.28,0,1,0,1,0,0,1
660,Spain,Male,30,4,11983969.0,2,1,0,12914906.0,0,0,3,DIAMOND,309,0,1,0.0,0,0,0,1,0,0,1
660,France,Male,35,7,11983969.0,2,1,0,1321860.0,0,0,5,GOLD,759,0,1,0.0,0,0,0,0,0,0,1
617,France,Female,79,7,11983969.0,1,1,1,16058918.0,0,0,3,SILVER,424,0,0,0.0,1,0,0,0,0,0,0
762,France,Male,32,10,19177565.0,1,1,0,17965783.0,0,0,2,DIAMOND,914,0,2,95887.825,0,1,0,1,0,1,2
752,Spain,Female,35,2,11983969.0,1,1,0,4433554.0,1,1,4,PLATINUM,309,0,2,0.0,0,0,0,1,1,0,2
561,Spain,Male,34,4,8514179.0,2,1,1,2921737.0,0,0,1,SILVER,866,0,0,28380.596666666665,0,0,0,1,0,1,1
609,France,Male,26,10,12639218.0,1,0,1,4365149.0,0,0,1,GOLD,494,0,1,63196.09,0,1,0,1,0,1,1
803,France,Male,28,3,11983969.0,2,1,0,15965400.0,0,0,5,DIAMOND,570,0,1,0.0,0,0,0,0,0,0,1
556,France,Female,40,9,12986037.0,1,0,0,1799293.9999999998,0,0,4,DIAMOND,332,0,2,64930.185,0,1,0,1,0,0,1
531,France,Female,53,5,12764244.0,1,1,0,14150145.000000002,1,1,3,SILVER,341,0,3,63821.22,0,1,0,1,1,0,2
411,France,Female,35,2,11983969.0,2,1,1,9382578.0,0,0,3,PLATINUM,639,0,1,0.0,0,0,1,1,0,0,0
587,Germany,Female,44,5,12558417.0,2,1,1,4185224.0,1,1,5,SILVER,228,0,2,41861.39,0,1,0,2,1,0,1
683,Spain,Male,56,7,5091121.0,3,0,0,9762931.0,1,1,2,DIAMOND,655,1,2,12727.8025,0,0,0,1,1,1,3
654,France,Male,29,2,9195561.0,1,1,0,3706566.0000000005,0,0,2,DIAMOND,375,0,1,45977.805,0,0,0,0,0,1,2
670,Germany,Female,36,2,8426644.0,2,0,0,3861469.0,0,0,5,SILVER,508,0,1,28088.813333333335,0,0,0,1,0,0,1
655,France,Female,36,2,14714959.0,1,1,1,8781686.0,0,0,5,GOLD,680,0,1,73574.795,0,1,0,1,0,0,0
752,France,Female,36,7,11983969.0,2,1,0,18486686.0,0,0,1,PLATINUM,777,0,1,0.0,0,0,0,0,0,1,2
534,France,Female,23,5,10482245.0,1,0,1,16017647.0,0,0,5,SILVER,915,0,1,52411.225,1,1,0,1,0,0,0
635,France,Male,42,1,14676672.0,2,0,1,16435710.0,0,0,1,SILVER,843,0,1,48922.24,0,1,0,1,0,1,1
491,Germany,Male,70,6,14874592.000000002,2,1,1,1781833.0000000002,0,0,2,PLATINUM,743,0,2,49581.973333333335,1,1,1,3,0,1,1
516,France,Male,27,9,11983969.0,1,1,0,14268064.000000002,1,1,2,GOLD,445,0,2,0.0,0,0,0,0,1,1,3
530,France,Female,48,0,11983969.0,1,1,0,8508109.0,0,0,2,PLATINUM,737,0,1,0.0,0,0,0,0,0,1,2
687,Spain,Male,35,3,11983969.0,2,1,1,17645019.0,0,0,2,SILVER,508,0,0,0.0,0,0,0,1,0,1,1
684,France,Female,41,6,13520381.0,2,1,1,12196788.0,0,0,3,DIAMOND,682,0,1,45067.93666666667,0,1,0,1,0,0,0
706,Germany,Male,23,2,9330197.0,2,0,1,12718704.0,0,0,5,PLATINUM,963,0,0,31100.656666666666,1,0,0,1,0,0,0
490,Germany,Male,33,5,9634100.0,2,0,0,10831334.0,0,0,1,DIAMOND,707,0,2,32113.666666666668,0,0,1,2,0,1,2
796,France,Male,44,8,16532620.000000002,1,1,1,5720555.0,0,0,2,DIAMOND,582,0,1,82663.1,0,1,0,1,0,1,1
849,France,Male,27,0,11983969.0,2,0,1,15789185.999999998,0,0,1,SILVER,626,0,0,0.0,0,0,0,0,0,1,1
779,France,Female,41,10,9978620.0,1,1,0,8692753.0,0,0,4,DIAMOND,341,0,1,49893.1,0,0,0,0,0,0,1
794,Spain,Female,22,4,11444024.0,1,1,1,10775307.0,0,0,4,SILVER,226,0,1,57220.12,1,1,0,2,0,0,0
748,Spain,Male,36,4,14157354.999999998,1,1,0,8215814.0,0,0,3,SILVER,499,0,2,70786.775,0,1,0,2,0,0,1
663,Spain,Female,22,9,11983969.0,1,1,0,2913589.0,1,1,5,DIAMOND,590,0,2,0.0,1,0,0,1,1,0,2
645,Spain,Female,55,1,13367665.0,1,0,1,1709549.0000000002,0,0,5,SILVER,557,0,1,66838.325,0,1,0,2,0,0,0
464,France,Female,33,10,14749370.000000002,2,1,0,10044753.0,0,0,4,DIAMOND,801,0,3,49164.56666666667,0,1,1,2,0,0,1
737,France,Male,54,9,11983969.0,1,1,0,8347039.999999999,1,1,5,PLATINUM,987,0,2,0.0,0,0,0,0,1,0,2
590,France,Female,29,4,11983969.0,2,1,0,12184681.0,0,0,1,SILVER,339,0,1,0.0,0,0,0,0,0,1,2
522,Germany,Female,37,3,9502257.0,1,1,1,12910759.0,0,0,3,SILVER,534,0,0,47511.285,0,0,0,1,0,0,0
648,France,Female,34,3,11983969.0,1,1,0,5472643.0,0,0,1,PLATINUM,525,0,1,0.0,0,0,0,0,0,1,2
754,France,Male,37,6,11983969.0,1,1,1,11614172.0,0,0,5,SILVER,495,0,0,0.0,0,0,0,0,0,0,0
669,France,Male,50,4,14971360.999999998,3,1,1,12487242.0,1,1,4,PLATINUM,329,0,2,37428.4025,0,1,0,1,1,0,1
648,Germany,Female,43,1,10796338.0,1,0,0,18643886.0,1,1,2,PLATINUM,463,0,3,53981.69,0,1,0,2,1,1,3
763,France,Male,40,3,11983969.0,2,1,0,13428110.999999998,0,0,3,GOLD,525,0,1,0.0,0,0,0,0,0,0,1
790,Spain,Male,32,3,11983969.0,1,1,0,9104447.0,0,0,5,GOLD,730,0,1,0.0,0,0,0,1,0,0,1
581,France,Male,37,7,11983969.0,2,1,1,7432075.0,0,0,1,SILVER,754,0,0,0.0,0,0,0,0,0,1,1
703,France,Male,43,8,11983969.0,2,1,0,970466.0,0,0,3,PLATINUM,880,0,1,0.0,0,0,0,0,0,0,1
571,France,Female,33,9,10201725.0,2,0,0,12860049.0,0,0,4,GOLD,798,0,2,34005.75,0,1,0,1,0,0,1
657,Spain,Female,27,8,11983969.0,2,0,0,646824.0,0,0,2,GOLD,354,0,1,0.0,0,0,0,1,0,1,2
737,France,Male,44,7,11983969.0,2,0,0,5789858.0,0,0,2,PLATINUM,315,0,1,0.0,0,0,0,0,0,1,2
793,Spain,Male,29,8,9667455.0,2,0,0,19212066.0,0,0,4,DIAMOND,558,0,1,32224.850000000002,0,0,0,1,0,0,1
783,Spain,Female,44,3,8181171.000000001,1,1,0,16421353.0,1,1,5,DIAMOND,611,0,2,40905.855,0,0,0,1,1,0,2
751,Spain,Male,33,4,7928161.0,1,1,0,11754776.0,0,0,4,GOLD,599,0,1,39640.805,0,0,0,1,0,0,1
579,France,Male,31,6,11983969.0,2,1,0,2614925.0,0,0,4,PLATINUM,604,0,1,0.0,0,0,0,0,0,0,1
655,Germany,Female,36,10,12231439.0,1,1,0,918166.0,0,0,4,PLATINUM,517,0,2,61157.195,0,1,0,2,0,0,1
614,Germany,Male,43,8,14073374.0,1,1,1,16658876.0,0,0,2,DIAMOND,912,0,1,70366.87,0,1,0,2,0,1,1
678,Germany,Male,49,2,11693311.0,1,1,0,19505358.0,1,1,5,SILVER,267,0,3,58466.555,0,1,0,2,1,0,2
562,Spain,Male,41,5,16544504.0,2,1,0,8578731.0,0,0,4,GOLD,766,0,2,55148.34666666667,0,1,0,2,0,0,1
711,Germany,Female,53,5,12380503.0,1,1,0,10242851.0,0,0,5,GOLD,806,0,2,61902.515,0,1,0,2,0,0,1
620,France,Male,37,0,10754894.0,1,1,0,7117594.0,0,0,5,GOLD,319,0,2,53774.47,0,1,0,1,0,0,1
437,France,Male,49,9,11163429.0,2,0,1,16644032.0,0,0,3,DIAMOND,805,0,2,37211.43,0,1,1,2,0,0,0
691,Germany,Female,41,8,10915396.0,3,1,1,14884876.0,1,1,1,DIAMOND,736,1,2,27288.49,0,1,0,2,1,1,2
552,Spain,Female,34,4,11983969.0,2,1,0,14028669.0,0,0,4,GOLD,878,0,1,0.0,0,0,0,1,0,0,1
765,Germany,Male,34,5,8605517.0,2,1,1,10422050.0,0,0,3,SILVER,921,0,0,28685.056666666667,0,0,0,1,0,0,0
707,Germany,Female,51,10,9843823.0,1,0,0,7077863.0,1,1,5,GOLD,303,0,2,49219.115,0,0,0,1,1,0,2
764,Spain,Male,29,5,11983969.0,2,1,0,6586828.0,0,0,4,DIAMOND,275,0,1,0.0,0,0,0,1,0,0,1
585,France,Female,32,8,14470587.0,2,0,0,17148256.0,0,0,1,PLATINUM,767,0,2,48235.29,0,1,0,1,0,1,2
784,France,Male,31,7,11983969.0,2,1,1,14320441.0,0,0,1,GOLD,674,0,0,0.0,0,0,0,0,0,1,1
605,France,Male,41,5,9161291.0,1,1,1,2842784.0,0,0,5,SILVER,529,0,0,45806.455,0,0,0,0,0,0,0
699,Spain,Male,40,2,11983969.0,1,1,0,7838732.000000001,0,0,2,DIAMOND,231,0,1,0.0,0,0,0,1,0,1,2
544,France,Female,40,7,11983969.0,1,0,1,16107692.000000002,0,0,5,GOLD,265,0,0,0.0,0,0,0,0,0,0,0
803,France,Female,32,9,19212284.0,1,1,1,5427745.0,1,1,1,SILVER,521,1,2,96061.42,0,1,0,1,1,1,2
735,France,Male,41,7,17990400.0,1,1,1,13718095.000000002,0,0,1,SILVER,505,0,1,89952.0,0,1,0,1,0,1,1
673,France,Male,59,0,17805806.0,2,0,1,2106371.0,1,1,3,DIAMOND,328,0,2,59352.68666666667,0,1,0,1,1,0,1
652,France,Male,30,2,17616656.0,2,1,1,15221081.0,0,0,1,SILVER,643,0,1,58722.18666666667,0,1,0,1,0,1,1
694,France,Male,42,3,15686420.000000002,2,0,0,8889075.0,0,0,3,PLATINUM,314,0,2,52288.06666666667,0,1,0,1,0,0,1
741,France,Female,44,7,11983969.0,2,1,1,19053476.0,0,0,4,PLATINUM,843,0,0,0.0,0,0,0,0,0,0,0
590,Spain,Male,30,3,11983969.0,2,1,0,8309035.000000001,0,0,4,PLATINUM,332,0,1,0.0,0,0,0,1,0,0,1
809,Spain,Female,33,3,11983969.0,2,0,1,14142678.0,0,0,5,GOLD,627,0,0,0.0,0,0,0,1,0,0,0
523,France,Male,34,2,16158889.000000002,1,1,1,5135866.0,0,0,3,PLATINUM,940,0,1,80794.445,0,1,0,1,0,0,0
540,France,Male,48,2,10934929.0,1,1,0,8870304.0,1,1,5,DIAMOND,521,0,3,54674.645,0,1,0,1,1,0,2
596,Spain,Female,29,6,11983969.0,2,1,0,11669677.0,0,0,2,SILVER,447,0,1,0.0,0,0,0,1,0,1,2
597,France,Female,36,9,11983969.0,2,1,1,715609.0,0,0,2,SILVER,323,0,0,0.0,0,0,0,0,0,1,1
407,Spain,Male,37,1,11983969.0,1,1,1,4916112.0,1,1,1,GOLD,900,0,2,0.0,0,0,1,2,1,1,2
748,France,Male,60,0,15233570.000000002,1,1,0,12674333.0,1,1,5,SILVER,468,0,3,76167.85,0,1,0,1,1,0,2
562,France,Female,51,1,12466254.0,1,1,1,6539046.0,1,1,5,PLATINUM,446,0,2,62331.27,0,1,0,1,1,0,1
734,Germany,Female,47,10,9152204.0,2,1,1,13883591.0,0,0,4,SILVER,993,0,0,30507.346666666665,0,0,0,1,0,0,0
710,France,Male,45,1,11983969.0,2,1,1,3615466.0000000005,0,0,2,SILVER,829,0,0,0.0,0,0,0,0,0,1,1
539,Spain,Female,39,6,6205228.0,1,0,1,5975514.0,0,0,4,GOLD,693,0,0,31026.14,0,0,0,1,0,0,0
542,France,Male,32,7,10787172.0,1,1,0,12530264.0,0,0,2,DIAMOND,668,0,2,53935.86,0,1,0,1,0,1,2
717,France,Female,36,2,9947276.0,2,1,0,9427472.0,1,1,4,DIAMOND,472,0,2,33157.58666666666,0,0,0,0,1,0,2
682,Spain,Female,50,10,12803901.0,1,1,1,10226016.0,0,0,4,SILVER,947,0,1,64019.505,0,1,0,2,0,0,0
515,France,Male,33,2,11983969.0,2,1,1,13602897.0,0,0,4,PLATINUM,625,0,0,0.0,0,0,0,0,0,0,0
526,Spain,Female,33,8,11463463.0,2,1,0,11011438.0,1,1,2,SILVER,624,0,3,38211.543333333335,0,1,0,2,1,1,3
702,France,Male,26,5,5673847.0,2,1,1,10044222.0,1,1,3,SILVER,374,0,1,18912.823333333334,0,0,0,0,1,0,1
651,Germany,Male,34,2,9035512.0,2,0,0,19359794.0,0,0,3,GOLD,576,0,1,30118.373333333333,0,0,0,1,0,0,1
792,Germany,Male,36,5,11572524.0,2,0,0,187125.0,0,0,5,DIAMOND,515,0,2,38575.08,0,1,0,2,0,0,1
817,Germany,Male,58,3,11432759.0,2,1,1,4283111.0,0,0,3,DIAMOND,262,0,1,38109.19666666666,0,1,0,2,0,0,0
674,Germany,Female,36,6,10076264.0,1,1,0,18215686.0,0,0,3,PLATINUM,397,0,2,50381.32,0,1,0,2,0,0,1
641,France,Female,40,9,11983969.0,1,0,0,15164866.0,1,1,5,GOLD,832,0,2,0.0,0,0,0,0,1,0,2
513,Spain,Male,39,7,8903990.0,2,1,1,14673882.999999998,0,0,1,DIAMOND,675,0,0,29679.966666666664,0,0,0,1,0,1,1
561,France,Male,34,1,7882953.0,1,1,1,1214820.0,0,0,4,GOLD,773,0,0,39414.765,0,0,0,0,0,0,0
627,Germany,Male,30,6,11237296.0,1,1,1,11802909.0,0,0,3,GOLD,345,0,1,56186.48,0,1,0,2,0,0,0
682,Germany,Male,81,6,12202915.0,1,1,1,5078388.0,0,0,4,PLATINUM,526,0,1,61014.575,1,1,0,2,0,0,0
683,France,Female,29,0,15782912.0,1,0,0,12989166.0,0,0,1,PLATINUM,984,0,2,78914.56,0,1,0,1,0,1,2
420,Germany,Female,31,1,10837775.0,2,1,1,990462.9999999999,0,0,2,DIAMOND,593,0,2,36125.916666666664,0,1,1,3,0,1,1
670,France,Female,54,2,9550712.0,1,1,1,6321331.0,0,0,2,SILVER,638,0,0,47753.56,0,0,0,0,0,1,1
505,Germany,Male,43,6,12714668.0,1,0,0,13756587.0,0,0,5,GOLD,903,0,2,63573.34,0,1,0,2,0,0,1
580,Germany,Male,24,1,13381178.0,1,1,0,1718595.0,1,1,2,DIAMOND,500,0,3,66905.89,1,1,0,2,1,1,3
577,France,Male,36,3,12109247.0,2,0,1,14378346.0,0,0,4,PLATINUM,702,0,1,40364.15666666667,0,1,0,1,0,0,0
773,Germany,Male,34,10,12697975.0,1,0,0,3682328.0,0,0,1,PLATINUM,977,0,2,63489.875,0,1,0,2,0,1,2
616,France,Male,37,5,14423573.000000002,2,0,0,15495766.0,1,1,1,PLATINUM,993,0,3,48078.57666666667,0,1,0,1,1,1,3
763,France,Female,38,0,15258220.000000002,2,0,0,3189282.0,0,0,4,SILVER,624,0,2,50860.73333333334,0,1,0,1,0,0,1
640,Spain,Male,43,9,17247815.0,1,1,0,19108440.0,1,1,4,DIAMOND,844,0,3,86239.075,0,1,0,2,1,0,2
592,France,Male,36,1,12647742.0,1,0,0,17971817.0,0,0,2,PLATINUM,956,0,2,63238.71,0,1,0,1,0,1,2
528,Spain,Male,43,7,9747387.0,2,1,1,15982316.0,0,0,3,PLATINUM,654,0,0,32491.289999999997,0,0,0,1,0,0,0
630,France,Male,53,5,13805367.000000002,1,0,1,11411097.0,0,0,1,GOLD,536,0,1,69026.835,0,1,0,1,0,1,1
529,France,Female,31,2,16400304.999999998,2,1,1,6099323.0,0,0,3,SILVER,407,0,1,54667.68333333333,0,1,0,1,0,0,0
546,France,Female,47,8,11983969.0,1,1,1,6640800.999999999,1,1,3,SILVER,432,0,1,0.0,0,0,0,0,1,0,1
753,France,Female,62,6,11983969.0,2,1,1,13639890.0,0,0,4,SILVER,494,0,0,0.0,1,0,0,0,0,0,0
772,Spain,Female,39,4,12248611.0,2,1,1,14070925.0,0,0,2,SILVER,925,0,1,40828.70333333333,0,1,0,2,0,1,1
567,France,Male,36,1,11983969.0,2,0,0,855573.0,0,0,2,GOLD,675,0,1,0.0,0,0,0,0,0,1,2
628,Germany,Female,45,6,5366744.0,1,1,0,11502294.0,0,0,5,PLATINUM,588,0,1,26833.72,0,0,0,1,0,0,1
658,France,Male,20,7,11983969.0,2,0,0,18763834.0,0,0,4,DIAMOND,275,0,1,0.0,1,0,0,0,0,0,1
679,Spain,Male,58,9,10932765.0,1,1,1,382913.0,0,0,3,DIAMOND,902,0,1,54663.825,0,1,0,2,0,0,0
629,Spain,Male,34,1,12115105.0,1,0,0,11935793.0,0,0,1,PLATINUM,938,0,2,60575.525,0,1,0,2,0,1,2
731,Spain,Male,42,9,10104363.0,1,1,1,19217552.0,0,0,4,PLATINUM,882,0,1,50521.815,0,1,0,2,0,0,0
775,Germany,Male,33,3,8350166.0,2,1,0,12884131.0,0,0,3,DIAMOND,816,0,1,27833.88666666667,0,0,0,1,0,0,1
660,Spain,Male,33,2,8046224.000000001,1,0,0,15042235.0,0,0,2,DIAMOND,652,0,1,40231.12,0,0,0,1,0,1,2
752,France,Male,39,3,11983969.0,1,1,0,18818705.0,0,0,3,GOLD,839,0,1,0.0,0,0,0,0,0,0,1
655,France,Male,37,6,10909341.0,2,1,0,177552.0,0,0,5,SILVER,804,0,2,36364.47,0,1,0,1,0,0,1
543,Spain,Female,46,5,14035560.0,1,1,1,8508678.0,0,0,2,GOLD,880,0,1,70177.8,0,1,0,2,0,1,1
811,France,Male,42,10,11983969.0,2,1,1,379779.0,0,0,5,SILVER,750,0,0,0.0,0,0,0,0,0,0,0
689,Germany,Male,45,0,13017082.0,2,1,0,15085638.0,0,0,3,SILVER,855,0,2,43390.27333333334,0,1,0,2,0,0,1
531,France,Female,42,2,11983969.0,2,0,1,9053747.0,0,0,2,GOLD,556,0,0,0.0,0,0,0,0,0,1,1
515,France,Male,40,0,10954229.0,1,1,1,16637081.0,0,0,5,GOLD,312,0,1,54771.145,0,1,0,1,0,0,0
